code;experience;age;ranking;default_prin;default_int;default_both1;default;wpcentral;wpcity;wpcompany;wpother;wpdirector;wpmanager;wpspecialist;wpothers;cash;home100;liveparent;rent;newcustomer;notran;notran3;income2;spending2
20281439;39;28;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;4.9;13.9
20344126;60;28;A;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;3;5
20647580;28;28;BBB;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;6;8.5
20346806;72;28;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1.74;2.24
20346806;72;28;A;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;4;8
20431150;68;28;BBB;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;3.7;5
20640263;36;28;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;3
20389398;54;28;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3.5;5
20747759;35;28;BBB;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;7.5;20
20670957;84;28;BBB;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;6
20593802;35;28;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;3.15;8
20618646;36;28;A;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;11;10
20600576;48;28;BBB;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;2.3;0.3
20657919;62;28;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;8.3;7.5
20398707;50;28;A;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;3.8;8
20562980;48;28;A;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;5;5
20033540;49;28;AA;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;6.8;10
20020609;60;28;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;6;9
20345217;12;28;A;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;5;6
20614334;72;28;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;4;15
20637897;30;28;BB;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;5
20192099;13;28;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;4.5;1
10135390;60;28;AA;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;7;9
20434814;72;28;BBB;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3.2;5.2
20671889;48;28;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;2;5
20572175;18;28;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;4.8;11.8
20612534;60;28;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;7.7;10
20451025;48;28;AA;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;15;15
20563974;96;28;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;2.54;4.04
20939177;65;28;A;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;10;10
20839360;72;28;BB;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;3.6;3.6
20825833;72;28;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.5;5
20314861;38;28;A;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;6;8
20114166;43;28;AA;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;18;16
20899250;72;28;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;8;8
20897551;62;28;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.7;4
20865297;60;28;AA;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;15.82;12
20869413;60;28;BBB;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;2.8;2
20944957;42;28;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;3
10135390;60;28;A;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;8;5
20093298;60;28;AA;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;6;6
20423136;3;28;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;5;3
20825570;60;28;A;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;15;10
20939185;60;28;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.9;5
20191925;48;29;A;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;4.78;3
20475561;72;29;A;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;7;6.5
20193335;84;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;5.5;6.5
20123565;72;29;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;5;4
20392885;84;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.8;1.5
20495022;62;29;A;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;9.1;9.1
20182467;72;29;AA;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;8.6;23.6
20543586;84;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;2.39;2.19
10135390;72;29;AA;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;8;21
10201588;46;29;AA;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;8;15
20384757;72;29;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;5;4
20668478;51;29;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.7;8
20654580;69;29;A;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3.5;5.8
20621446;60;29;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;15.2;15.2
20402376;72;29;A;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;2.5;3.5
23338881;72;29;A;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.22;10
20546104;36;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;2.5;6.7
20878889;60;29;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;2.5;1
20823066;84;29;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2.6;4.6
20479002;96;29;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;6;20
20884239;24;29;A;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;20;15
10815043;49;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;5
20097229;18;29;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.3;5
20830898;48;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3.82;3.82
20874764;72;29;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;4;4
20867975;72;29;AA;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;50;20
20841259;70;29;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;2
20814017;84;29;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3.3;0.3
20595938;60;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;1.5
20015835;24;29;AA;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;10;8
20778264;75;29;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3.5;3
20040261;40;30;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;4.8;3.3
10600514;60;30;A;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;8.2;6.2
20197272;60;30;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;3.5;5
20664688;72;30;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;5
20579583;115;30;A;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;8;10
20641657;60;30;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;6;7
20466091;78;30;A;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;10;24
20506727;72;30;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3.5;9
20570402;22;30;A;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;3;3
20487193;120;30;A;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;4.21;3.21
20417102;60;30;AA;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;5.93;3.93
20674212;72;30;BBB;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;2.5;2
20941843;84;30;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;2.8;2
20810906;43;30;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3.5;3
20879025;96;30;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;4;5
20597895;96;30;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;8.5;7
20864171;62;30;A;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;11;13
20902782;60;30;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;7.4;7
20810960;84;30;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;2.3;4.3
20872563;89;30;BBB;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3.5;2
20644047;68;30;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;11;10
20197272;24;31;AA;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;9.2;7.2
20770983;48;31;AA;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;5.1;8.1
20826251;72;31;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4.5;11.5
20639493;81;31;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.3;3.6
20620236;108;31;BB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;2.8;4.3
20875907;96;31;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;6;4
20591291;60;31;A;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;13
20389904;95;31;A;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7;8
20577996;96;31;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;3
20667832;66;31;AA;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;7;11
10203629;65;31;AAA;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;18;48
20407145;72;31;BBB;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;4.5;7.5
20045014;60;31;A;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;4.9;3.6
20603668;52;31;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;7.5
20310743;78;31;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;8;8
20407145;72;31;BBB;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;3.2;5.2
10133342;72;31;AAA;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;12;14
20013899;110;31;AA;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;30;30
20581368;108;31;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;2.8;8
20403787;96;31;AA;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;6;7.5
20055041;120;31;AA;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;7.78;9.28
20670861;84;31;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;2.09;3
20830134;88;31;BB;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;2
20067870;90;31;A;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;5;5.5
20941434;34;31;BBB;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;7;4
20817689;108;31;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;2.9;2.9
20438555;84;31;A;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;21.96;15
20844669;96;31;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3.2;4
20849578;120;31;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.6;4.5
20867383;96;31;AA;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;18;14
20875907;120;31;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;5.8;2.5
20237308;69;31;A;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;5.5;7.5
20101407;72;31;BBB;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;3;1.7
20562814;60;31;AA;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;10;10
20825722;72;32;A;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;8.8;8.8
20635527;108;32;BBB;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;4.1;5.1
20172566;96;32;A;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;3.4;5
20604770;43;32;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.2;5
20403302;28;32;A;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;10;8
20078953;130;32;A;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;8;8
20277427;51;32;BBB;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;2.87;4.87
20549073;60;32;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;2.75;3.4
20772108;120;32;A;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;10.8;22.8
20264719;120;32;AA;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;10;15
20581368;122;32;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;3;10
20500519;132;32;A;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;7.57;9.37
20823275;48;32;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2.2;3
20848856;120;32;A;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;5.6;5
20760657;120;32;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;3;5
20869679;96;32;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;8;8
20811070;84;32;BBB;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;6;5
20852777;84;32;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4;2.5
20874802;168;32;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;5.7;5
20104589;52;32;A;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;18;18
20906546;84;32;A;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;5.5;13
20840416;60;32;A;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;8;18
20674067;108;32;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4;1
20100726;120;33;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;2.5;1.8
20653011;156;33;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;5.5;5.5
20603553;132;33;BBB;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;5.6;7
20279828;24;33;BBB;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;5.5;2
20000547;84;33;AA;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;6.5;12
20734612;84;33;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;5;7
20769622;144;33;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;3.59;4.09
20394554;120;33;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;2.3;2
20508364;96;33;BBB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;4;5
20836595;72;33;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;4
20672465;120;33;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;5.6;6.6
20849834;108;33;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;3.5;18.5
20876642;144;33;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;5;2
20939368;132;33;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;3;5
20656748;96;33;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;3.04;2
20479614;72;33;A;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;5.1;8.1
20280445;78;34;A;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;10.85;8.85
10814781;96;34;BB;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;3.6;3.6
20473391;180;34;A;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.5;7
20743944;24;34;BBB;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;6;6
20595916;72;34;A;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;3;5.2
20508693;120;34;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;5.5;5
20473391;180;34;A;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.5;7
20655511;27;34;BB;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3.5;4
20393870;132;34;BBB;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;5;7.5
20584199;120;34;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;11.33;12.33
20612556;125;34;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;7.4;7
10113167;120;34;AAA;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;15;10
20752682;180;34;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;3.36;3.96
20670715;132;34;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;3.78;4.58
20889469;36;34;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;7.5;6
10301220;120;34;A;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;13;11
20484006;120;34;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;5.9;2
20895333;156;34;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;5.5;5
20840405;60;34;A;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;10;15
10900709;120;34;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;3;1.2
20920309;144;34;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;7.5;6
20516201;120;35;AA;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;10;10
20620201;120;35;BBB;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;3;8
20776324;192;35;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4;6
20819284;72;35;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;5;2.4
20810341;120;35;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.2;3.2
20818408;120;35;BBB;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;5;15
20877009;30;35;BBB;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;6;5
20812190;36;35;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;5.7;4.2
20404624;84;36;A;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;7.3;7
20882381;120;36;AA;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;15.82;10
20623271;180;36;BB;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;2.5;3
20615959;156;36;BBB;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;8;3
20149272;156;36;A;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;6.41;6
20669516;25;36;BB;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4;3
20882381;156;36;A;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;15.3;10
20377898;144;37;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;3;4
20884028;120;37;AA;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;6.5;10
20517565;168;37;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;3.5;7
20360343;144;37;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2.79;2.3
20359820;60;37;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4.2;7
20777948;216;37;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4;5.3
20699167;120;37;A;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;5;4
20834745;192;37;A;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;7;6
20523485;72;38;A;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;4.44;4.44
20591687;100;38;A;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;14;22
20772111;192;38;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4;5
20757731;204;38;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;3.58;3.58
20869005;228;38;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;3.11;3
20031391;192;38;BBB;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;2.7;1.2
20523485;72;38;BBB;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;5;9
20673695;117;39;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;5;6
20052203;132;39;AA;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;15;22
20772778;84;39;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;3.04;3.24
20078889;180;39;A;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;9;3
20539614;50;40;BBB;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;5;3
20358230;240;40;AA;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;8;4.5
20763194;252;41;A;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.3;3
20648163;25;41;A;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;5;3
20499515;252;41;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;4.77;5.57
20492148;10;41;BBB;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;3;1.5
20763179;300;42;A;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;3.8;2.8
20763179;300;42;BBB;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;3.8;2.3
10600998;132;42;AAA;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;9;12
20296095;312;43;A;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;4.1;3
20296095;312;43;A;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;4.1;3
20387800;240;43;A;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;5.33;5
20396167;84;44;A;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;14.74;4.74
20574077;252;44;A;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;7.7;6
20542077;300;44;A;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;7;12
20663031;72;44;AA;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;4;8
20225492;236;45;A;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;3.5;5
20810994;240;45;BBB;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3.8;5.8
20842805;60;45;BB;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;2.5;2
20532864;288;46;AAA;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;15;19
20884018;84;46;A;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;7;7
10300496;264;46;BB;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;2
20682392;324;47;A;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;7.3;6
20475809;366;47;AA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;8.57;8.57
20770819;264;47;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;5.67;4.67
20358252;276;47;A;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;3.5;3
20871471;60;47;BBB;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;5.18;4
20496900;288;47;AA;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;7.3;7.3
20682392;360;47;AA;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;4;11
